2.43E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.47E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.67E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.25E+03,6.11E+02,,,,,,,,,,,,,,,,,,
6.61E+02,9.00E+02,,,,,,,,,,,,,,,,,,
1.03E+03,4.58E+02,,,,,,,,,,,,,,,,,,
2.50E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.40E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.68E+02,5.87E+02,,,,,,,,,,,,,,,,,,
1.42E+03,4.38E+02,,,,,,,,,,,,,,,,,,
5.72E+02,4.93E+02,,,,,,,,,,,,,,,,,,
2.78E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.32E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.46E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.94E+02,8.40E+02,,,,,,,,,,,,,,,,,,
2.59E+02,4.00E+02,,,,,,,,,,,,,,,,,,
7.05E+01,6.09E+02,,,,,,,,,,,,,,,,,,
2.76E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.32E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.59E+03,4.00E+02,,,,,,,,,,,,,,,,,,
2.30E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.93E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.91E+01,7.08E+02,,,,,,,,,,,,,,,,,,
5.70E+02,8.64E+02,,,,,,,,,,,,,,,,,,
3.85E+02,5.43E+02,,,,,,,,,,,,,,,,,,
7.23E+01,6.27E+02,,,,,,,,,,,,,,,,,,
1.03E+03,7.19E+02,,,,,,,,,,,,,,,,,,
1.68E+03,9.00E+02,,,,,,,,,,,,,,,,,,
1.02E+03,8.70E+02,,,,,,,,,,,,,,,,,,
2.81E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.03E+03,4.84E+02,,,,,,,,,,,,,,,,,,
2.30E+02,4.00E+02,,,,,,,,,,,,,,,,,,
7.80E+02,6.89E+02,,,,,,,,,,,,,,,,,,
8.32E+02,6.72E+02,,,,,,,,,,,,,,,,,,
4.88E+02,5.54E+02,,,,,,,,,,,,,,,,,,
2.64E+02,7.19E+02,,,,,,,,,,,,,,,,,,
2.42E+02,4.00E+02,,,,,,,,,,,,,,,,,,
4.92E+02,8.50E+02,,,,,,,,,,,,,,,,,,
1.63E+02,5.39E+02,,,,,,,,,,,,,,,,,,
2.87E+02,4.00E+02,,,,,,,,,,,,,,,,,,
5.70E+02,5.01E+02,,,,,,,,,,,,,,,,,,
9.72E+02,7.56E+02,,,,,,,,,,,,,,,,,,
5.72E+02,4.30E+02,,,,,,,,,,,,,,,,,,
1.72E+03,6.64E+02,,,,,,,,,,,,,,,,,,
2.51E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.90E+03,9.00E+02,,,,,,,,,,,,,,,,,,
1.47E+03,7.73E+02,,,,,,,,,,,,,,,,,,
2.38E+02,4.00E+02,,,,,,,,,,,,,,,,,,
7.80E+02,6.65E+02,,,,,,,,,,,,,,,,,,
2.64E+02,5.10E+02,,,,,,,,,,,,,,,,,,
1.03E+03,5.73E+02,,,,,,,,,,,,,,,,,,
3.85E+02,5.00E+02,,,,,,,,,,,,,,,,,,
8.96E+01,8.00E+02,,,,,,,,,,,,,,,,,,
1.72E+03,7.45E+02,,,,,,,,,,,,,,,,,,
1.15E+02,7.47E+02,,,,,,,,,,,,,,,,,,
7.80E+02,6.69E+02,,,,,,,,,,,,,,,,,,
3.13E+01,5.85E+02,,,,,,,,,,,,,,,,,,
8.32E+02,7.04E+02,,,,,,,,,,,,,,,,,,
1.72E+03,8.30E+02,,,,,,,,,,,,,,,,,,
3.88E+02,4.49E+02,,,,,,,,,,,,,,,,,,
1.39E+03,9.00E+02,,,,,,,,,,,,,,,,,,
2.82E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.38E+03,9.00E+02,,,,,,,,,,,,,,,,,,
2.55E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.46E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.94E+03,6.78E+02,,,,,,,,,,,,,,,,,,
5.34E+02,8.98E+02,,,,,,,,,,,,,,,,,,
1.47E+03,7.60E+02,,,,,,,,,,,,,,,,,,
2.62E+02,4.00E+02,,,,,,,,,,,,,,,,,,
5.70E+02,8.31E+02,,,,,,,,,,,,,,,,,,
1.72E+03,5.02E+02,,,,,,,,,,,,,,,,,,
1.84E+03,4.00E+02,,,,,,,,,,,,,,,,,,
3.02E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.70E+02,6.04E+02,,,,,,,,,,,,,,,,,,
1.38E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.03E+03,8.35E+02,,,,,,,,,,,,,,,,,,
1.72E+03,4.65E+02,,,,,,,,,,,,,,,,,,
8.32E+02,4.19E+02,,,,,,,,,,,,,,,,,,
1.72E+03,8.11E+02,,,,,,,,,,,,,,,,,,
4.88E+02,7.18E+02,,,,,,,,,,,,,,,,,,
1.91E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.41E+03,8.82E+02,,,,,,,,,,,,,,,,,,s
1.33E+03,9.00E+02,,,,,,,,,,,,,,,,,,
7.80E+02,4.58E+02,,,,,,,,,,,,,,,,,,
2.33E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.46E+02,4.39E+02,,,,,,,,,,,,,,,,,,
1.96E+03,5.68E+02,,,,,,,,,,,,,,,,,,
3.85E+02,5.50E+02,,,,,,,,,,,,,,,,,,
2.64E+02,5.73E+02,,,,,,,,,,,,,,,,,,
1.39E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.96E+03,4.61E+02,,,,,,,,,,,,,,,,,,
1.72E+03,7.67E+02,,,,,,,,,,,,,,,,,,
1.91E+02,8.17E+02,,,,,,,,,,,,,,,,,,
2.67E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.62E+01,6.36E+02,,,,,,,,,,,,,,,,,,
2.48E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.37E+03,9.00E+02,,,,,,,,,,,,,,,,,,
2.41E+02,4.00E+02,,,,,,,,,,,,,,,,,,
5.72E+02,4.52E+02,,,,,,,,,,,,,,,,,,
1.61E+03,4.13E+02,,,,,,,,,,,,,,,,,,
4.88E+02,8.87E+02,,,,,,,,,,,,,,,,,,
1.03E+03,5.86E+02,,,,,,,,,,,,,,,,,,
4.88E+02,6.40E+02,,,,,,,,,,,,,,,,,,
7.80E+02,6.74E+02,,,,,,,,,,,,,,,,,,
1.25E+03,7.10E+02,,,,,,,,,,,,,,,,,,
1.32E+03,4.00E+02,,,,,,,,,,,,,,,,,,
2.95E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.54E+03,4.00E+02,,,,,,,,,,,,,,,,,,
6.83E+01,5.87E+02,,,,,,,,,,,,,,,,,,
8.32E+02,8.72E+02,,,,,,,,,,,,,,,,,,
2.44E+02,4.00E+02,,,,,,,,,,,,,,,,,,
4.92E+02,6.91E+02,,,,,,,,,,,,,,,,,,
5.72E+02,7.53E+02,,,,,,,,,,,,,,,,,,
1.03E+03,8.87E+02,,,,,,,,,,,,,,,,,,
2.63E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.58E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.34E+03,9.00E+02,,,,,,,,,,,,,,,,,,
4.88E+02,4.32E+02,,,,,,,,,,,,,,,,,,
1.34E+03,9.00E+02,,,,,,,,,,,,,,,,,,
2.38E+02,4.00E+02,,,,,,,,,,,,,,,,,,
8.30E+02,5.82E+02,,,,,,,,,,,,,,,,,,
3.88E+02,8.82E+02,,,,,,,,,,,,,,,,,,
2.85E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.95E+03,4.31E+02,,,,,,,,,,,,,,,,,,
3.98E+02,9.00E+02,,,,,,,,,,,,,,,,,,
1.03E+03,4.47E+02,,,,,,,,,,,,,,,,,,
1.72E+03,7.96E+02,,,,,,,,,,,,,,,,,,
2.70E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.89E+02,4.00E+02,,,,,,,,,,,,,,,,,,
3.96E+02,8.95E+02,,,,,,,,,,,,,,,,,,
4.88E+02,4.67E+02,,,,,,,,,,,,,,,,,,
2.31E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.27E+03,8.34E+02,,,,,,,,,,,,,,,,,,
2.31E+02,4.00E+02,,,,,,,,,,,,,,,,,,
4.82E+02,8.98E+02,,,,,,,,,,,,,,,,,,
3.97E+02,8.85E+02,,,,,,,,,,,,,,,,,,
1.47E+02,4.23E+02,,,,,,,,,,,,,,,,,,
7.15E+02,6.29E+02,,,,,,,,,,,,,,,,,,
7.49E+01,6.53E+02,,,,,,,,,,,,,,,,,,
3.75E+02,6.44E+02,,,,,,,,,,,,,,,,,,
2.64E+02,4.33E+02,,,,,,,,,,,,,,,,,,
2.94E+02,4.00E+02,,,,,,,,,,,,,,,,,,
4.88E+02,4.40E+02,,,,,,,,,,,,,,,,,,
1.47E+03,7.58E+02,,,,,,,,,,,,,,,,,,
1.72E+03,5.94E+02,,,,,,,,,,,,,,,,,,
1.33E+03,4.00E+02,,,,,,,,,,,,,,,,,,
2.77E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.32E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.33E+03,4.00E+02,,,,,,,,,,,,,,,,,,
5.70E+02,8.12E+02,,,,,,,,,,,,,,,,,,
4.87E+02,8.98E+02,,,,,,,,,,,,,,,,,,
2.49E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.34E+03,4.00E+02,,,,,,,,,,,,,,,,,,
2.67E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.87E+03,4.00E+02,,,,,,,,,,,,,,,,,,
3.03E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.33E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.38E+02,5.21E+02,,,,,,,,,,,,,,,,,,
3.90E+02,5.14E+02,,,,,,,,,,,,,,,,,,
8.30E+02,6.97E+02,,,,,,,,,,,,,,,,,,
5.94E+02,9.00E+02,,,,,,,,,,,,,,,,,,
3.85E+02,7.18E+02,,,,,,,,,,,,,,,,,,
5.72E+02,4.28E+02,,,,,,,,,,,,,,,,,,
5.77E+02,4.02E+02,,,,,,,,,,,,,,,,,,
8.50E+02,8.51E+02,,,,,,,,,,,,,,,,,,
2.90E+02,4.00E+02,,,,,,,,,,,,,,,,,,
4.92E+02,5.26E+02,,,,,,,,,,,,,,,,,,
1.71E+03,9.00E+02,,,,,,,,,,,,,,,,,,
2.30E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.63E+03,5.95E+02,,,,,,,,,,,,,,,,,,
1.81E+02,7.11E+02,,,,,,,,,,,,,,,,,,
1.47E+03,5.61E+02,,,,,,,,,,,,,,,,,,
2.38E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.73E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.39E+03,4.00E+02,,,,,,,,,,,,,,,,,,
2.88E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.36E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.72E+03,6.96E+02,,,,,,,,,,,,,,,,,,
1.38E+03,9.00E+02,,,,,,,,,,,,,,,,,,
1.72E+03,6.15E+02,,,,,,,,,,,,,,,,,,
1.01E+03,8.53E+02,,,,,,,,,,,,,,,,,,
1.03E+03,5.42E+02,,,,,,,,,,,,,,,,,,
7.56E+02,8.02E+02,,,,,,,,,,,,,,,,,,
1.03E+03,8.78E+02,,,,,,,,,,,,,,,,,,
2.31E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.85E+02,4.00E+02,,,,,,,,,,,,,,,,,,
3.02E+02,4.00E+02,,,,,,,,,,,,,,,,,,
7.38E+02,7.24E+02,,,,,,,,,,,,,,,,,,
2.92E+02,4.00E+02,,,,,,,,,,,,,,,,,,
3.80E+02,6.19E+02,,,,,,,,,,,,,,,,,,
1.84E+03,9.00E+02,,,,,,,,,,,,,,,,,,
3.93E+02,4.23E+02,,,,,,,,,,,,,,,,,,
2.92E+02,4.00E+02,,,,,,,,,,,,,,,,,,
7.11E+02,6.14E+02,,,,,,,,,,,,,,,,,,
1.72E+03,6.69E+02,,,,,,,,,,,,,,,,,,
1.75E+03,9.00E+02,,,,,,,,,,,,,,,,,,
1.37E+03,9.00E+02,,,,,,,,,,,,,,,,,,
2.47E+02,8.14E+02,,,,,,,,,,,,,,,,,,
1.72E+03,4.11E+02,,,,,,,,,,,,,,,,,,
2.53E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.82E+02,7.22E+02,,,,,,,,,,,,,,,,,,
1.63E+03,8.55E+02,,,,,,,,,,,,,,,,,,
1.90E+03,9.00E+02,,,,,,,,,,,,,,,,,,
1.25E+03,6.48E+02,,,,,,,,,,,,,,,,,,
2.86E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.64E+02,8.53E+02,,,,,,,,,,,,,,,,,,
1.16E+03,4.00E+02,,,,,,,,,,,,,,,,,,
1.69E+03,9.00E+02,,,,,,,,,,,,,,,,,,
3.84E+02,6.63E+02,,,,,,,,,,,,,,,,,,
2.75E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.79E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.04E+02,8.61E+02,,,,,,,,,,,,,,,,,,
2.54E+02,4.00E+02,,,,,,,,,,,,,,,,,,
2.75E+02,4.00E+02,,,,,,,,,,,,,,,,,,
8.99E+01,8.03E+02,,,,,,,,,,,,,,,,,,
2.61E+02,4.00E+02,,,,,,,,,,,,,,,,,,
1.47E+03,6.16E+02,,,,,,,,,,,,,,,,,,
1.36E+03,9.00E+02,,,,,,,,,,,,,,,,,,
3.90E+02,9.00E+02,,,,,,,,,,,,,,,,,,
